Freq.	V(vin)/I(R1)
5.01187233627270e+002	(6.79588962803998e+001dB,2.94844966981767e-002°)
5.12861383991362e+002	(6.79588964908417e+001dB,3.01712775114764e-002°)
5.24807460249770e+002	(6.79588967112014e+001dB,3.08740554090736e-002°)
5.37031796370250e+002	(6.79588969419463e+001dB,3.15932030040716e-002°)
5.49540873857622e+002	(6.79588971835658e+001dB,3.23291015883578e-002°)
5.62341325190346e+002	(6.79588974365725e+001dB,3.30821413347224e-002°)
5.75439937337154e+002	(6.79588977015030e+001dB,3.38527215036848e-002°)
5.88843655355586e+002	(6.79588979789193e+001dB,3.46412506551332e-002°)
6.02559586074355e+002	(6.79588982694097e+001dB,3.54481468648912e-002°)
6.16595001861479e+002	(6.79588985735905e+001dB,3.62738379463270e-002°)
6.30957344480190e+002	(6.79588988921069e+001dB,3.71187616771195e-002°)
6.45654229034652e+002	(6.79588992256344e+001dB,3.79833660313048e-002°)
6.60693448007592e+002	(6.79588995748806e+001dB,3.88681094167221e-002°)
6.76082975391978e+002	(6.79588999405862e+001dB,3.97734609179876e-002°)
6.91830970918933e+002	(6.79589003235269e+001dB,4.06999005451235e-002°)
7.07945784384134e+002	(6.79589007245149e+001dB,4.16479194879730e-002°)
7.24435960074986e+002	(6.79589011444009e+001dB,4.26180203765369e-002°)
7.41310241300914e+002	(6.79589015840755e+001dB,4.36107175473692e-002°)
7.58577575029180e+002	(6.79589020444711e+001dB,4.46265373161707e-002°)
7.76247116628688e+002	(6.79589025265645e+001dB,4.56660182567279e-002°)
7.94328234724277e+002	(6.79589030313781e+001dB,4.67297114863414e-002°)
8.12830516164095e+002	(6.79589035599828e+001dB,4.78181809578953e-002°)
8.31763771102666e+002	(6.79589041134996e+001dB,4.89320037587234e-002°)
8.51138038202372e+002	(6.79589046931029e+001dB,5.00717704164284e-002°)
8.70963589956076e+002	(6.79589053000218e+001dB,5.12380852118152e-002°)
8.91250938133741e+002	(6.79589059355437e+001dB,5.24315664991050e-002°)
9.12010839355905e+002	(6.79589066010168e+001dB,5.36528470335968e-002°)
9.33254300796986e+002	(6.79589072978524e+001dB,5.49025743069520e-002°)
9.54992586021431e+002	(6.79589080275287e+001dB,5.61814108902767e-002°)
9.77237220955805e+002	(6.79589087915933e+001dB,5.74900347851826e-002°)
9.99999999999994e+002	(6.79589095916669e+001dB,5.88291397830121e-002°)
1.02329299228075e+003	(6.79589104294466e+001dB,6.01994358324181e-002°)
1.04712854805089e+003	(6.79589113067093e+001dB,6.16016494154886e-002°)
1.07151930523760e+003	(6.79589122253158e+001dB,6.30365239326172e-002°)
1.09647819614318e+003	(6.79589131872145e+001dB,6.45048200963221e-002°)
1.12201845430196e+003	(6.79589141944457e+001dB,6.60073163342180e-002°)
1.14815362149688e+003	(6.79589152491458e+001dB,6.75448092013546e-002°)
1.17489755493952e+003	(6.79589163535520e+001dB,6.91181138021399e-002°)
1.20226443461741e+003	(6.79589175100066e+001dB,7.07280642220671e-002°)
1.23026877081237e+003	(6.79589187209628e+001dB,7.23755139694740e-002°)
1.25892541179416e+003	(6.79589199889889e+001dB,7.40613364275643e-002°)
1.28824955169313e+003	(6.79589213167746e+001dB,7.57864253169327e-002°)
1.31825673855640e+003	(6.79589227071361e+001dB,7.75516951688305e-002°)
1.34896288259165e+003	(6.79589241630225e+001dB,7.93580818094249e-002°)
1.38038426460288e+003	(6.79589256875218e+001dB,8.12065428553017e-002°)
1.41253754462275e+003	(6.79589272838676e+001dB,8.30980582204738e-002°)
1.44543977074592e+003	(6.79589289554457e+001dB,8.50336306351597e-002°)
1.47910838816820e+003	(6.79589307058017e+001dB,8.70142861766022e-002°)
1.51356124843620e+003	(6.79589325386482e+001dB,8.90410748122075e-002°)
1.54881661891247e+003	(6.79589344578726e+001dB,9.11150709552847e-002°)
1.58489319246110e+003	(6.79589364675456e+001dB,9.32373740336799e-002°)
1.62181009735892e+003	(6.79589385719300e+001dB,9.54091090715985e-002°)
1.65958690743755e+003	(6.79589407754890e+001dB,9.76314272849177e-002°)
1.69824365246173e+003	(6.79589430828965e+001dB,9.99055066903048e-002°)
1.73780082874936e+003	(6.79589454990465e+001dB,1.02232552728452e-001°)
1.77827941003891e+003	(6.79589480290636e+001dB,1.04613798901755e-001°)
1.81970085860997e+003	(6.79589506783140e+001dB,1.07050507426765e-001°)
1.86208713666286e+003	(6.79589534524168e+001dB,1.09543969901757e-001°)
1.90546071796323e+003	(6.79589563572557e+001dB,1.12095507989748e-001°)
1.94984459975803e+003	(6.79589593989919e+001dB,1.14706474117339e-001°)
1.99526231496887e+003	(6.79589625840767e+001dB,1.17378252189719e-001°)
2.04173794466952e+003	(6.79589659192656e+001dB,1.20112258322221e-001°)
2.08929613085403e+003	(6.79589694116324e+001dB,1.22909941588793e-001°)
2.13796208950222e+003	(6.79589730685842e+001dB,1.25772784787774e-001°)
2.18776162394954e+003	(6.79589768978771e+001dB,1.28702305225373e-001°)
2.23872113856832e+003	(6.79589809076327e+001dB,1.31700055517245e-001°)
2.29086765276776e+003	(6.79589851063555e+001dB,1.34767624408588e-001°)
2.34422881531991e+003	(6.79589895029504e+001dB,1.37906637613161e-001°)
2.39883291901947e+003	(6.79589941067423e+001dB,1.41118758671676e-001°)
2.45470891568501e+003	(6.79589989274951e+001dB,1.44405689829982e-001°)
2.51188643150956e+003	(6.79590039754331e+001dB,1.47769172937498e-001°)
2.57039578276885e+003	(6.79590092612622e+001dB,1.51210990366348e-001°)
2.63026799189536e+003	(6.79590147961929e+001dB,1.54732965951674e-001°)
2.69153480392690e+003	(6.79590205919637e+001dB,1.58336965953582e-001°)
2.75422870333815e+003	(6.79590266608665e+001dB,1.62024900041230e-001°)
2.81838293126443e+003	(6.79590330157721e+001dB,1.65798722299542e-001°)
2.88403150312659e+003	(6.79590396701580e+001dB,1.69660432259050e-001°)
2.95120922666636e+003	(6.79590466381365e+001dB,1.73612075949395e-001°)
3.01995172040199e+003	(6.79590539344851e+001dB,1.77655746976996e-001°)
3.09029543251357e+003	(6.79590615746773e+001dB,1.81793587627439e-001°)
3.16227766016836e+003	(6.79590695749157e+001dB,1.86027789993128e-001°)
3.23593656929626e+003	(6.79590779521665e+001dB,1.90360597126747e-001°)
3.31131121482589e+003	(6.79590867241949e+001dB,1.94794304221130e-001°)
3.38844156139200e+003	(6.79590959096036e+001dB,1.99331259816082e-001°)
3.46736850452529e+003	(6.79591055278712e+001dB,2.03973867032778e-001°)
3.54813389233573e+003	(6.79591155993944e+001dB,2.08724584836316e-001°)
3.63078054770099e+003	(6.79591261455306e+001dB,2.13585929327058e-001°)
3.71535229097170e+003	(6.79591371886434e+001dB,2.18560475061372e-001°)
3.80189396320558e+003	(6.79591487521501e+001dB,2.23650856402410e-001°)
3.89045144994278e+003	(6.79591608605711e+001dB,2.28859768901589e-001°)
3.98107170553494e+003	(6.79591735395818e+001dB,2.34189970711402e-001°)
4.07380277804110e+003	(6.79591868160673e+001dB,2.39644284030270e-001°)
4.16869383470332e+003	(6.79592007181791e+001dB,2.45225596580080e-001°)
4.26579518801589e+003	(6.79592152753949e+001dB,2.50936863117124e-001°)
4.36515832240162e+003	(6.79592305185807e+001dB,2.56781106977144e-001°)
4.46683592150960e+003	(6.79592464800566e+001dB,2.62761421655184e-001°)
4.57088189614871e+003	(6.79592631936651e+001dB,2.68880972420997e-001°)
4.67735141287194e+003	(6.79592806948425e+001dB,2.75142997970730e-001°)
4.78630092322634e+003	(6.79592990206944e+001dB,2.81550812115636e-001°)
4.89778819368442e+003	(6.79593182100739e+001dB,2.88107805508584e-001°)
5.01187233627268e+003	(6.79593383036639e+001dB,2.94817447409130e-001°)
5.12861383991361e+003	(6.79593593440634e+001dB,3.01683287487926e-001°)
5.24807460249768e+003	(6.79593813758776e+001dB,3.08708957671263e-001°)
5.37031796370248e+003	(6.79594044458122e+001dB,3.15898174026543e-001°)
5.49540873857620e+003	(6.79594286027723e+001dB,3.23254738689493e-001°)
5.62341325190344e+003	(6.79594538979660e+001dB,3.30782541833926e-001°)
5.75439937337152e+003	(6.79594803850125e+001dB,3.38485563684892e-001°)
5.88843655355584e+003	(6.79595081200559e+001dB,3.46367876576034e-001°)
6.02559586074353e+003	(6.79595371618835e+001dB,3.54433647051996e-001°)
6.16595001861477e+003	(6.79595675720506e+001dB,3.62687138016728e-001°)
6.30957344480188e+003	(6.79595994150102e+001dB,3.71132710928527e-001°)
6.45654229034650e+003	(6.79596327582499e+001dB,3.79774828042685e-001°)
6.60693448007590e+003	(6.79596676724338e+001dB,3.88618054702585e-001°)
6.76082975391976e+003	(6.79597042315526e+001dB,3.97667061680115e-001°)
6.91830970918931e+003	(6.79597425130795e+001dB,4.06926627566245e-001°)
7.07945784384132e+003	(6.79597825981342e+001dB,4.16401641212648e-001°)
7.24435960074984e+003	(6.79598245716540e+001dB,4.26097104225199e-001°)
7.41310241300911e+003	(6.79598685225733e+001dB,4.36018133510219e-001°)
7.58577575029177e+003	(6.79599145440118e+001dB,4.46169963874307e-001°)
7.76247116628685e+003	(6.79599627334705e+001dB,4.56557950678607e-001°)
7.94328234724275e+003	(6.79600131930379e+001dB,4.67187572548333e-001°)
8.12830516164092e+003	(6.79600660296054e+001dB,4.78064434138360e-001°)
8.31763771102664e+003	(6.79601213550929e+001dB,4.89194268955725e-001°)
8.51138038202369e+003	(6.79601792866846e+001dB,5.00582942239787e-001°)
8.70963589956073e+003	(6.79602399470767e+001dB,5.12236453900826e-001°)
8.91250938133738e+003	(6.79603034647354e+001dB,5.24160941517841e-001°)
9.12010839355902e+003	(6.79603699741682e+001dB,5.36362683396248e-001°)
9.33254300796983e+003	(6.79604396162071e+001dB,5.48848101686172e-001°)
9.54992586021428e+003	(6.79605125383054e+001dB,5.61623765561996e-001°)
9.77237220955802e+003	(6.79605888948480e+001dB,5.74696394463778e-001°)
9.99999999999991e+003	(6.79606688474766e+001dB,5.88072861401105e-001°)
1.02329299228075e+004	(6.79607525654296e+001dB,6.01760196319925e-001°)
1.04712854805089e+004	(6.79608402258984e+001dB,6.15765589532802e-001°)
1.07151930523760e+004	(6.79609320143998e+001dB,6.30096395213049e-001°)
1.09647819614318e+004	(6.79610281251660e+001dB,6.44760134953034e-001°)
1.12201845430195e+004	(6.79611287615524e+001dB,6.59764501386983e-001°)
1.14815362149687e+004	(6.79612341364650e+001dB,6.75117361878437e-001°)
1.17489755493952e+004	(6.79613444728073e+001dB,6.90826762272495e-001°)
1.20226443461740e+004	(6.79614600039476e+001dB,7.06900930712838e-001°)
1.23026877081237e+004	(6.79615809742083e+001dB,7.23348281523449e-001°)
1.25892541179416e+004	(6.79617076393786e+001dB,7.40177419154809e-001°)
1.28824955169312e+004	(6.79618402672495e+001dB,7.57397142194247e-001°)
1.31825673855640e+004	(6.79619791381745e+001dB,7.75016447439947e-001°)
1.34896288259164e+004	(6.79621245456565e+001dB,7.93044534038026e-001°)
1.38038426460287e+004	(6.79622767969608e+001dB,8.11490807681861e-001°)
1.41253754462274e+004	(6.79624362137575e+001dB,8.30364884872713e-001°)
1.44543977074591e+004	(6.79626031327928e+001dB,8.49676597240517e-001°)
1.47910838816819e+004	(6.79627779065913e+001dB,8.69435995923439e-001°)
1.51356124843619e+004	(6.79629609041910e+001dB,8.89653356004659e-001°)
1.54881661891247e+004	(6.79631525119119e+001dB,9.10339181004485e-001°)
1.58489319246110e+004	(6.79633531341597e+001dB,9.31504207425778e-001°)
1.62181009735891e+004	(6.79635631942668e+001dB,9.53159409350255e-001°)
1.65958690743755e+004	(6.79637831353709e+001dB,9.75316003082997e-001°)
1.69824365246173e+004	(6.79640134213354e+001dB,9.97985451842156e-001°)
1.73780082874936e+004	(6.79642545377100e+001dB,1.02117947049046e+000°)
1.77827941003891e+004	(6.79645069927364e+001dB,1.04491003030476e+000°)
1.81970085860997e+004	(6.79647713183993e+001dB,1.06918936377947e+000°)
1.86208713666285e+004	(6.79650480715249e+001dB,1.09402996945918e+000°)
1.90546071796323e+004	(6.79653378349303e+001dB,1.11944461679548e+000°)
1.94984459975803e+004	(6.79656412186232e+001dB,1.14544635102213e+000°)
1.99526231496886e+004	(6.79659588610579e+001dB,1.17204849804270e+000°)
2.04173794466951e+004	(6.79662914304458e+001dB,1.19926466932357e+000°)
2.08929613085402e+004	(6.79666396261271e+001dB,1.22710876678510e+000°)
2.13796208950221e+004	(6.79670041800018e+001dB,1.25559498768267e+000°)
2.18776162394953e+004	(6.79673858580271e+001dB,1.28473782946887e+000°)
2.23872113856832e+004	(6.79677854617796e+001dB,1.31455209462707e+000°)
2.29086765276775e+004	(6.79682038300887e+001dB,1.34505289546585e+000°)
2.34422881531990e+004	(6.79686418407419e+001dB,1.37625565886297e+000°)
2.39883291901947e+004	(6.79691004122656e+001dB,1.40817613094634e+000°)
2.45470891568501e+004	(6.79695805057847e+001dB,1.44083038169862e+000°)
2.51188643150956e+004	(6.79700831269643e+001dB,1.47423480947078e+000°)
2.57039578276884e+004	(6.79706093280364e+001dB,1.50840614538897e+000°)
2.63026799189536e+004	(6.79711602099151e+001dB,1.54336145763748e+000°)
2.69153480392689e+004	(6.79717369244041e+001dB,1.57911815559951e+000°)
2.75422870333814e+004	(6.79723406764999e+001dB,1.61569399383573e+000°)
2.81838293126443e+004	(6.79729727267947e+001dB,1.65310707587926e+000°)
2.88403150312658e+004	(6.79736343939823e+001dB,1.69137585782384e+000°)
2.95120922666636e+004	(6.79743270574712e+001dB,1.73051915168044e+000°)
3.01995172040199e+004	(6.79750521601097e+001dB,1.77055612847531e+000°)
3.09029543251356e+004	(6.79758112110257e+001dB,1.81150632106091e+000°)
3.16227766016835e+004	(6.79766057885863e+001dB,1.85338962660843e+000°)
3.23593656929625e+004	(6.79774375434815e+001dB,1.89622630874894e+000°)
3.31131121482588e+004	(6.79783082019363e+001dB,1.94003699932735e+000°)
3.38844156139199e+004	(6.79792195690554e+001dB,1.98484269973086e+000°)
3.46736850452528e+004	(6.79801735323051e+001dB,2.03066478175099e+000°)
3.54813389233572e+004	(6.79811720651378e+001dB,2.07752498793524e+000°)
3.63078054770098e+004	(6.79822172307617e+001dB,2.12544543138122e+000°)
3.71535229097169e+004	(6.79833111860633e+001dB,2.17444859492318e+000°)
3.80189396320557e+004	(6.79844561856841e+001dB,2.22455732965694e+000°)
3.89045144994277e+004	(6.79856545862590e+001dB,2.27579485274600e+000°)
3.98107170553493e+004	(6.79869088508189e+001dB,2.32818474444727e+000°)
4.07380277804108e+004	(6.79882215533637e+001dB,2.38175094429120e+000°)
4.16869383470331e+004	(6.79895953836087e+001dB,2.43651774634638e+000°)
4.26579518801588e+004	(6.79910331519102e+001dB,2.49250979349452e+000°)
4.36515832240161e+004	(6.79925377943738e+001dB,2.54975207063635e+000°)
4.46683592150958e+004	(6.79941123781495e+001dB,2.60826989674461e+000°)
4.57088189614870e+004	(6.79957601069174e+001dB,2.66808891567432e+000°)
