Freq.	V(vin)/I(R6)
6.30957344480195e+003	(6.80119238257747e+001dB,-1.76459650872145e+002°)
7.94328234724283e+003	(6.80432249249547e+001dB,-1.75569238136050e+002°)
1.00000000000000e+004	(6.80920653030142e+001dB,-1.74473562434293e+002°)
1.25892541179417e+004	(6.81676061820992e+001dB,-1.73142875711166e+002°)
1.58489319246112e+004	(6.82828843481026e+001dB,-1.71559544307085e+002°)
1.99526231496889e+004	(6.84552884746379e+001dB,-1.69734622759977e+002°)
2.51188643150959e+004	(6.87056361581636e+001dB,-1.67732355555407e+002°)
3.16227766016839e+004	(6.90543952584108e+001dB,-1.65697533105647e+002°)
3.98107170553498e+004	(6.95140035853507e+001dB,-1.63869453970517e+002°)
5.01187233627274e+004	(7.00787314514125e+001dB,-1.62556901897700e+002°)
6.30957344480195e+004	(7.07176327949840e+001dB,-1.62059136622958e+002°)
7.94328234724284e+004	(7.13776620166654e+001dB,-1.62557752514349e+002°)
1.00000000000000e+005	(7.19986009863810e+001dB,-1.64043390010846e+002°)
1.25892541179417e+005	(7.25321451074946e+001dB,-1.66329981217963e+002°)
1.58489319246112e+005	(7.29538377063121e+001dB,-1.69146683262835e+002°)
1.99526231496889e+005	(7.32626424766227e+001dB,-1.72245062326530e+002°)
2.51188643150959e+005	(7.34720020737309e+001dB,-1.75465160874617e+002°)
3.16227766016839e+005	(7.35995860274843e+001dB,-1.78748608919537e+002°)
3.98107170553499e+005	(7.36600952790754e+001dB,1.77880602177988e+002°)
5.01187233627274e+005	(7.36615966631230e+001dB,1.74344385017716e+002°)
6.30957344480196e+005	(7.36040898146433e+001dB,1.70536311190569e+002°)
7.94328234724285e+005	(7.34791003199614e+001dB,1.66343478177574e+002°)
1.00000000000000e+006	(7.32698224363574e+001dB,1.61667139959455e+002°)
1.25892541179417e+006	(7.29519451593149e+001dB,1.56444253776427e+002°)
1.58489319246112e+006	(7.24955607066765e+001dB,1.50669949057346e+002°)
1.99526231496889e+006	(7.18686806999246e+001dB,1.44418843862424e+002°)
2.51188643150959e+006	(7.10430102288779e+001dB,1.37858649953676e+002°)
3.16227766016839e+006	(7.00017041516004e+001dB,1.31241159984437e+002°)
3.98107170553499e+006	(6.87460277829693e+001dB,1.24857350010446e+002°)
5.01187233627275e+006	(6.72963073806859e+001dB,1.18968520883088e+002°)
6.30957344480196e+006	(6.56859571261123e+001dB,1.13750012513191e+002°)
7.94328234724285e+006	(6.39524435956213e+001dB,1.09274281235302e+002°)
1.00000000000000e+007	(6.21300129405629e+001dB,1.05529138724602e+002°)
1.25892541179417e+007	(6.02461681481709e+001dB,1.02449918820382e+002°)
1.58489319246112e+007	(5.83211985465559e+001dB,9.99484579805657e+001°)
1.99526231496889e+007	(5.63692606313519e+001dB,9.79325263855818e+001°)
2.51188643150959e+007	(5.43998801897286e+001dB,9.63163367102931e+001°)
3.16227766016839e+007	(5.24193189630155e+001dB,9.50249746840197e+001°)
3.98107170553499e+007	(5.04316319449660e+001dB,9.39953733693090e+001°)
5.01187233627275e+007	(4.84394201648449e+001dB,9.31755973472686e+001°)
6.30957344480196e+007	(4.64443419593011e+001dB,9.25234529449133e+001°)
7.94328234724286e+007	(4.44474505926621e+001dB,9.20049476736238e+001°)
1.00000000000001e+008	(4.24494134133204e+001dB,9.15928394430445e+001°)
1.25892541179417e+008	(4.04506526083863e+001dB,9.12653676794352e+001°)
1.58489319246112e+008	(3.84514350032767e+001dB,9.10051861929711e+001°)
1.99526231496889e+008	(3.64519291114617e+001dB,9.07984856154711e+001°)
2.51188643150959e+008	(3.44522412869336e+001dB,9.06342813265499e+001°)
3.16227766016840e+008	(3.24524386107564e+001dB,9.05038403274605e+001°)
3.98107170553499e+008	(3.04525633807927e+001dB,9.04002221541778e+001°)
5.01187233627275e+008	(2.84526422805318e+001dB,9.03179121532726e+001°)
6.30957344480197e+008	(2.64526921638716e+001dB,9.02525290825159e+001°)
7.94328234724286e+008	(2.44527236904041e+001dB,9.02005923400360e+001°)
1.00000000000001e+009	(2.24527436072171e+001dB,9.01593368845048e+001°)
1.25892541179417e+009	(2.04527561850629e+001dB,9.01265661652138e+001°)
1.58489319246112e+009	(1.84527641259652e+001dB,9.01005352738836e+001°)
1.99526231496889e+009	(1.64527691383543e+001dB,9.00798581062853e+001°)
2.51188643150960e+009	(1.44527723017882e+001dB,9.00634335991194e+001°)
3.16227766016840e+009	(1.24527742981176e+001dB,9.00503871243207e+001°)
3.98107170553500e+009	(1.04527755578524e+001dB,9.00400239283598e+001°)
5.01187233627275e+009	(8.45277635274594e+000dB,9.00317921428178e+001°)
6.30957344480197e+009	(6.45277685431175e+000dB,9.00252533999249e+001°)
7.94328234724287e+009	(4.45277717078712e+000dB,9.00200594902100e+001°)
1.00000000000001e+010	(2.45277737047306e+000dB,9.00159338202640e+001°)
1.25892541179418e+010	(4.52777496467762e-001dB,9.00126566837319e+001°)
1.58489319246112e+010	(-1.54722242403440e+000dB,9.00100535614513e+001°)
1.99526231496889e+010	(-3.54722237387444e+000dB,9.00079858278231e+001°)
2.51188643150960e+010	(-5.54722234222555e+000dB,9.00063433685691e+001°)
3.16227766016840e+010	(-7.54722232225642e+000dB,9.00050387167836e+001°)
3.98107170553500e+010	(-9.54722230965673e+000dB,9.00040023950209e+001°)
5.01187233627276e+010	(-1.15472223017069e+001dB,9.00031792153781e+001°)
6.30957344480198e+010	(-1.35472222966908e+001dB,9.00025253405423e+001°)
7.94328234724287e+010	(-1.55472222935259e+001dB,9.00020059492967e+001°)
1.00000000000000e+011	(-1.75472222915290e+001dB,9.00015933821646e+001°)
